date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2020-06-24,1415,604796.8498,310830.43419999996,0.27,242682.8118,normal,653.0,0.56,21053.2036,13092.422199999999,709.28,19391.7152,22,0,41695.0248,205920.82940000002,Salary,91445.69720000001,Insurance,Positive,25.1,Low,293966.41559999995,1
2020-07-24,1580,520391.6432,324279.2696,0.33,265650.1848,normal,763.0,0.12,53586.104,13690.877199999999,531.96,80731.13620000001,38,0,38606.996999999996,226972.2598,Freelance,76700.6526,Investments,Negative,45.2,Medium,196112.3736,0
2020-08-23,1392,234623.61779999998,234910.8762,0.07,272028.38519999996,normal,757.0,0.26,47657.409799999994,35047.298,354.64,69954.5132,34,0,55400.9742,232407.11779999998,Salary,120988.98240000001,Insurance,Positive,68.7,Medium,0.0,0
2020-09-22,1031,264196.1608,386217.1456,0.07,274986.0828,normal,700.0,0.6,26220.308399999998,54168.6002,620.62,110064.2972,78,0,45143.0122,152808.1698,Freelance,100384.39839999999,Transportation,Negative,73.5,High,0.0,0
2020-10-22,1219,347029.42559999996,191502.94019999998,0.28,251818.3382,recession,648.0,0.37,42295.253,36159.094399999994,443.29999999999995,129333.66159999999,75,0,43173.8736,201451.47879999998,Salary,119159.92659999999,Investments,Positive,80.3,Low,155526.4854,0
2020-11-21,1778,219603.7272,165764.9422,0.08,203224.67879999997,inflation,598.0,0.21,52117.0078,43893.792799999996,709.28,17719.5876,86,0,14018.9192,141248.679,Salary,118658.99759999999,Education,Positive,88.4,Medium,53838.784999999996,0
2020-12-21,1697,357856.5848,339551.8412,0.35,236180.48739999998,inflation,781.0,0.11,72641.7978,14291.105399999999,797.9399999999999,119623.61839999999,55,0,56394.8528,115370.5982,Salary,92978.6286,Transportation,Negative,43.9,High,18304.7436,0
2021-01-20,1271,417779.2189999999,301225.89639999997,0.14,264360.1818,normal,679.0,0.14,17076.8026,68041.2304,620.62,168436.26799999998,27,0,59029.827999999994,249841.22019999998,Salary,105857.3802,Insurance,Neutral,42.4,Medium,116553.32259999998,0
2021-02-19,1207,335938.0596,227966.13839999997,0.34,283297.9578,normal,661.0,0.52,73938.007,53208.412399999994,354.64,129024.23819999999,57,0,51161.253,252044.4212,Salary,166767.6868,Education,Neutral,50.2,Medium,107971.9212,0
2021-03-21,1624,323386.46339999995,294243.0348,0.27,158412.3684,normal,660.0,0.18,28066.2096,94805.91119999999,531.96,114152.4098,54,0,57493.3502,103352.7352,Salary,126891.96519999999,Entertainment,Negative,30.1,Medium,29143.428599999996,0
2021-04-20,1563,444423.3222,189175.61519999997,0.05,297137.7838,normal,626.0,0.4,36205.1976,25190.0792,88.66,129352.2802,98,0,53693.3826,134051.2602,Salary,69629.131,Investments,Positive,6.1,Low,255247.70699999997,0
2021-05-20,1543,250447.65459999998,351113.1052,0.11,217932.4862,normal,636.0,0.46,54170.3734,18851.7758,620.62,23055.1464,38,0,67235.311,227655.82839999997,Mixed,151792.1262,Utilities,Neutral,79.8,Low,0.0,0
2021-06-19,1158,323841.2892,297651.12519999995,0.26,224685.71839999998,normal,637.0,0.56,11156.9744,0.0,88.66,57363.02,75,0,30491.0606,183456.1586,Salary,39130.091,Rent,Positive,1.3,Low,26190.163999999997,0
2021-07-19,1032,251000.893,144865.12039999999,0.19,255077.4798,normal,734.0,0.51,63733.241,49570.6926,709.28,144467.037,49,1,6318.798199999999,194707.9992,Salary,106071.93740000001,Groceries,Neutral,52.8,High,106135.77259999998,0
2021-08-18,1129,347010.807,343665.6652,0.15,262031.97019999998,inflation,691.0,0.5,55378.809199999996,35456.9072,531.96,104328.8818,30,0,44220.9482,163000.5234,Freelance,129463.10519999999,Dining Out,Positive,4.1,Medium,3345.1417999999994,0
2021-09-17,1124,447446.62820000004,311169.1154,0.23,207170.0488,normal,664.0,0.16,50738.3448,5543.909799999999,620.62,133042.3094,94,0,22495.7018,263186.3234,Mixed,123359.75080000001,Utilities,Negative,67.7,Low,136277.5128,0
2021-10-17,1760,290186.8398,440868.05619999993,0.19,185257.7298,normal,752.0,0.6,32745.6844,52796.1434,265.98,33241.2938,99,0,41307.5806,230917.6298,Freelance,89939.36379999999,Entertainment,Negative,14.5,Low,0.0,0
2021-11-16,1260,294536.49940000003,315395.5376,0.11,221796.289,inflation,700.0,0.4,51702.965599999996,55752.067800000004,531.96,136099.3062,48,0,88355.00959999999,185693.93699999998,Salary,71114.186,Groceries,Positive,94.5,Low,0.0,0
2021-12-16,1487,343419.19039999996,217465.24800000002,0.11,190881.4336,normal,719.0,0.57,20530.996199999998,28472.272399999998,177.32,41318.2198,29,0,42219.005399999995,316203.2302,Salary,92205.5134,Education,Positive,91.0,Medium,125953.9424,0
2022-01-15,1378,379790.1822,214332.0036,0.35,264956.8636,normal,575.0,0.12,52380.327999999994,56273.3886,797.9399999999999,133485.6094,33,0,69395.0686,241062.107,Salary,66419.639,Utilities,Neutral,59.3,High,165458.17859999998,0
2022-02-14,1119,420358.33839999995,199556.81459999998,0.26,250021.19999999998,inflation,769.0,0.56,50486.5504,40875.8064,354.64,75920.44459999999,52,0,61233.028999999995,217279.9486,Salary,150399.27759999997,Transportation,Positive,35.6,Low,220801.52379999997,0
2022-03-16,1804,315757.2704,415293.19259999995,0.09,293029.2794,recession,765.0,0.37,48012.04979999999,9120.4542,354.64,75341.4948,69,0,64814.00639999999,257237.23739999998,Salary,77333.685,Entertainment,Positive,81.4,High,0.0,0
2022-04-15,1243,274283.009,206396.04699999996,0.05,247775.4422,normal,684.0,0.47,56693.637,67405.5382,797.9399999999999,157217.2316,59,0,37770.9332,141848.9072,Freelance,155233.9074,Healthcare,Negative,38.5,Low,67886.962,0
2022-05-15,1050,149037.46,348671.4088,0.05,248816.31059999997,normal,674.0,0.59,84449.53659999999,25747.750600000003,531.96,95703.1504,73,0,45840.76639999999,110554.587,Salary,139217.4784,Dining Out,Positive,12.9,Low,0.0,0
2022-06-14,1333,378986.92259999993,169254.5998,0.31,250555.8198,normal,757.0,0.51,47502.254799999995,48330.3392,88.66,106259.8966,47,0,27012.928799999998,227899.64339999997,Salary,131355.9962,Entertainment,Positive,84.7,Medium,209732.3228,0
2022-07-14,1122,305344.15339999995,141887.9176,0.17,209405.16739999998,recession,704.0,0.54,61558.4112,48312.60719999999,177.32,92139.905,33,0,18189.4856,199331.6182,Salary,69722.224,Entertainment,Negative,14.2,Low,163456.2358,0
2022-08-13,1223,265155.462,156499.0856,0.19,222834.4976,inflation,651.0,0.22,54749.3232,72401.5292,265.98,97878.8668,93,0,59743.541,174249.70419999998,Mixed,37242.5196,Transportation,Negative,24.0,Medium,108656.3764,0
2022-09-12,1568,327009.111,312993.73819999996,0.24,231952.292,recession,643.0,0.27,34224.5332,45520.703799999996,354.64,121811.7472,25,0,54340.6006,177836.0012,Salary,88107.6482,Entertainment,Positive,42.3,High,14015.372800000001,0
2022-10-12,1683,392923.388,249699.36419999998,0.25,229150.63599999997,normal,607.0,0.49,80521.8986,96631.4206,797.9399999999999,73717.2436,55,0,68627.27299999999,222464.7854,Salary,127065.7388,Utilities,Positive,7.5,Low,143224.0238,0
2022-11-11,1875,220119.72839999996,221145.52459999998,0.08,181162.5244,normal,656.0,0.21,56926.8128,31462.7742,354.64,69123.769,24,0,41854.612799999995,348005.5722,Mixed,80504.1666,Dining Out,Positive,39.0,Medium,0.0,0
2022-12-11,1867,345215.442,359923.2494,0.36,186662.10419999997,inflation,720.0,0.52,48635.32959999999,24008.241400000003,88.66,54748.43659999999,36,0,59120.2612,129760.11619999999,Salary,62874.12559999999,Groceries,Positive,28.1,Medium,0.0,0
2023-01-10,1932,410808.76979999995,203320.4316,0.19,302654.209,inflation,609.0,0.41,32557.7252,31816.5276,443.29999999999995,41557.6018,63,0,42310.3252,121047.49799999999,Salary,95024.90139999999,Groceries,Positive,86.7,Low,207488.3382,0
2023-02-09,1192,385091.16359999997,310590.16559999995,0.28,198893.6378,normal,699.0,0.55,56840.8126,75448.77339999999,265.98,30524.7514,70,0,66415.206,232695.2628,Salary,144273.75819999998,Investments,Negative,96.6,Medium,74500.99799999999,0
2023-03-11,1776,284990.4772,299506.779,0.11,219047.829,inflation,748.0,0.45,51225.0882,14289.332199999999,265.98,96759.97759999998,35,1,46568.665,187373.15739999997,Freelance,77482.6338,Insurance,Negative,84.8,Low,0.0,0
2023-04-10,1259,254670.5304,201494.9222,0.35,197058.3758,normal,680.0,0.49,39125.658,15486.242199999999,709.28,5952.6323999999995,35,0,45738.8074,225182.2144,Salary,191971.9516,Investments,Positive,47.5,High,53175.608199999995,0
2023-05-10,1777,265021.5854,305011.6784,0.21,246001.35559999998,inflation,711.0,0.45,33272.324799999995,62562.0424,709.28,35397.505,22,0,29202.8308,176463.54439999998,Salary,70957.2578,Education,Negative,54.5,Low,0.0,0
2023-06-09,1390,212982.59839999996,291514.08,0.36,178566.55959999998,recession,639.0,0.25,45137.6926,64372.47959999999,177.32,95085.1902,84,0,28536.1076,266664.45519999997,Mixed,148235.087,Education,Negative,21.1,Medium,0.0,0
2023-07-09,1502,347501.0968,356262.478,0.38,276170.5804,normal,636.0,0.49,44839.795,66626.2168,354.64,68874.6344,53,0,50451.97299999999,163491.6998,Salary,74834.3596,Insurance,Neutral,98.9,Low,0.0,0
2023-08-08,1036,430011.6392,155344.7324,0.14,316815.8708,normal,703.0,0.32,45440.909799999994,55596.9128,88.66,103112.4666,24,0,32660.570799999998,209017.72319999998,Salary,78843.5648,Healthcare,Positive,95.4,Medium,274666.9068,0
2023-09-07,1743,351914.5916,227073.3322,0.06,208547.82519999996,normal,734.0,0.27,38069.717399999994,63727.034799999994,620.62,113621.33639999999,55,0,80327.7332,145052.193,Salary,80477.5686,Entertainment,Negative,15.8,Low,124841.25939999998,0
2023-10-07,1800,300576.9052,287384.2972,0.18,265003.85339999996,inflation,717.0,0.56,55784.872,50972.407199999994,531.96,85598.5702,77,0,69250.5528,244354.05279999998,Salary,67836.4258,Rent,Negative,95.5,High,13192.608,0
2023-11-06,1037,367100.2764,200304.21839999998,0.38,255171.4594,normal,695.0,0.48,51497.2744,45477.26040000001,709.28,16396.7804,74,0,26847.134599999998,231519.6312,Salary,121504.097,Investments,Positive,26.0,High,166796.058,0
2019-01-01,1165,366602.0072,262744.7966,0.19,307006.52839999995,normal,647.0,0.59,27380.867799999996,0.0,88.66,195998.8888,67,0,17257.668999999998,164803.86779999998,Salary,83747.3494,Transportation,Negative,42.9,High,103857.2106,0
2019-01-31,1391,353884.61679999996,254762.73679999998,0.27,265452.473,normal,705.0,0.44,69184.9444,50786.2212,620.62,153995.3272,40,0,40089.3922,202551.7494,Freelance,87641.2966,Healthcare,Neutral,64.7,Medium,99121.87999999999,0
2019-03-02,1867,416706.433,224482.68699999998,0.05,235120.11379999996,recession,671.0,0.41,45550.84819999999,22297.1034,797.9399999999999,61616.9268,97,0,37848.954,233830.1108,Salary,89676.0436,Healthcare,Positive,52.7,Low,192223.74599999998,0
2019-04-01,1639,387492.07639999996,349631.5966,0.06,228838.55279999998,recession,736.0,0.34,44282.1236,33146.4276,177.32,88508.3914,84,0,21765.1434,107291.0124,Freelance,185162.86359999998,Dining Out,Negative,11.6,Low,37860.479799999994,0
2019-05-01,1502,283321.0094,230974.37219999998,0.26,241167.61239999998,normal,621.0,0.45,68064.282,29897.038599999996,265.98,68247.8082,40,0,59062.63219999999,195927.9608,Salary,109644.0488,Investments,Positive,62.7,Low,52346.6372,0
2019-05-31,1113,283131.277,226905.7648,0.38,281920.1814,normal,725.0,0.52,25558.904799999997,90120.2302,620.62,111220.4236,95,0,11199.5312,241806.851,Salary,115633.9184,Healthcare,Positive,73.4,High,56225.5122,0
2019-06-30,1953,379147.3972,356811.28339999996,0.1,224766.399,normal,706.0,0.36,26193.7104,58819.703799999996,354.64,208889.1662,93,0,51804.92459999999,159430.1852,Salary,108518.0668,Rent,Negative,48.7,Medium,22336.1138,0
2019-07-30,1311,289127.3528,260252.56399999998,0.05,229415.7294,inflation,727.0,0.28,56188.275,52396.2868,88.66,49951.043999999994,58,0,26723.8972,191404.5276,Freelance,105798.86459999999,Utilities,Positive,45.3,Low,28874.7888,0
2019-08-29,1856,385140.81320000003,248013.9376,0.33,194158.3072,normal,710.0,0.16,71804.8474,51752.6152,709.28,24977.2952,61,0,0.0,153751.5122,Salary,127962.09139999999,Groceries,Positive,67.8,Low,137126.8756,0
2019-09-28,1702,264297.2332,159103.0298,0.25,260842.15300000002,recession,722.0,0.37,70101.68879999999,72124.02339999999,797.9399999999999,179689.8818,49,0,23713.003599999996,232743.13919999998,Salary,132249.689,Investments,Neutral,13.7,High,105194.2034,0
2019-10-28,1132,537007.4138,295213.8618,0.28,231462.8888,normal,705.0,0.26,47600.6674,13891.2488,620.62,92210.833,66,0,50491.869999999995,88660.0,Mixed,122911.13119999999,Healthcare,Positive,62.3,Medium,241793.55199999997,1
2019-11-27,1536,227427.0856,336443.4216,0.35,233353.12,recession,700.0,0.22,66446.23700000001,24134.1386,620.62,174858.7984,51,0,42567.4392,126988.60459999999,Salary,51201.15,Dining Out,Negative,3.1,High,0.0,0
2019-12-27,1656,387592.2622,286094.2942,0.18,276683.9218,normal,682.0,0.44,55603.119,41124.941,443.29999999999995,62820.04299999999,88,0,66399.2472,152323.1996,Mixed,111857.0024,Rent,Positive,43.2,Low,101497.968,0
2020-01-26,1587,446928.8538,297034.0516,0.21,275886.8684,recession,708.0,0.43,67431.2496,26636.1238,797.9399999999999,70040.5134,21,0,45756.5394,206520.17099999997,Salary,71112.4128,Utilities,Neutral,56.5,Medium,149894.8022,0
2020-02-25,1029,221478.8862,303045.1996,0.2,228847.41879999998,inflation,681.0,0.29,35756.578,17784.3094,177.32,24447.995,79,0,42733.2334,148158.8394,Mixed,161560.685,Rent,Negative,99.3,Medium,0.0,0
2020-03-26,1924,293862.6834,232000.16839999997,0.12,251349.32679999998,inflation,668.0,0.12,80392.455,89228.3106,354.64,82489.264,91,0,51279.1708,248500.68099999998,Salary,58908.36379999999,Dining Out,Negative,90.7,Low,61862.515,0
2020-04-25,1066,337286.5782,258910.25160000002,0.09,267547.50879999995,recession,638.0,0.32,68448.1798,16801.07,177.32,27659.2602,22,0,21387.4518,199755.413,Salary,110859.57740000001,Utilities,Positive,22.8,Low,78376.3266,0
2020-05-25,1605,349530.5242,361621.975,0.32,295791.925,normal,718.0,0.53,61223.276399999995,24382.386599999998,620.62,72571.7564,86,0,49855.2912,213933.92019999996,Salary,117643.8406,Healthcare,Positive,53.4,High,0.0,0
2020-06-24,1528,311128.3318,175239.14979999998,0.18,241248.293,normal,674.0,0.32,16650.348,28639.839799999998,443.29999999999995,210125.0866,82,0,40457.3312,197913.0582,Freelance,148620.758,Entertainment,Positive,43.4,Medium,135889.182,0
2020-07-24,1252,459826.22399999993,293772.25019999995,0.34,252049.7408,recession,633.0,0.3,76072.0532,74865.3906,443.29999999999995,124791.60979999999,65,0,70388.0606,223030.4362,Salary,146783.7228,Utilities,Positive,78.1,High,166053.9738,0
2020-08-23,1306,191687.353,429122.3794,0.3,308350.614,recession,626.0,0.4,44483.3818,56855.88479999999,177.32,15217.602399999998,67,0,62125.8352,253683.74459999998,Salary,119273.4114,Dining Out,Positive,63.2,High,0.0,0
2020-09-22,1251,306025.0622,184577.7076,0.34,220373.29599999997,recession,681.0,0.22,55119.0354,12806.0504,620.62,122834.8836,24,0,11354.686199999998,235630.7954,Salary,152051.9,Entertainment,Neutral,12.6,High,121447.35459999999,0
2020-10-22,1718,284777.6932,341965.1664,0.35,262567.4766,inflation,663.0,0.5,44116.329399999995,10880.3552,88.66,76658.9824,99,0,66365.5564,204010.2064,Salary,123819.89619999999,Insurance,Positive,47.3,Low,0.0,0
2020-11-21,1945,356012.4568,204336.4752,0.09,268023.613,normal,580.0,0.48,64283.819599999995,13019.721,177.32,11580.7692,86,0,0.0,346266.9496,Salary,156172.8168,Utilities,Positive,55.6,Low,151675.9816,0
2020-12-21,1278,325086.0756,329059.8168,0.19,209717.25059999997,recession,669.0,0.57,16068.7384,0.0,443.29999999999995,117920.4598,58,0,77519.871,169418.6208,Salary,134162.9718,Groceries,Neutral,62.6,Low,0.0,0
2021-01-20,1482,353732.1216,80084.8048,0.21,271940.6118,inflation,698.0,0.35,40280.8978,39518.421800000004,354.64,123384.5756,46,0,46585.51040000001,222609.30120000002,Salary,106298.0204,Rent,Positive,6.7,Medium,273647.3168,1
2021-02-19,1874,135990.25439999998,321153.118,0.23,304836.1316,normal,667.0,0.23,50123.0444,44667.7946,177.32,81983.902,68,0,67694.5698,233773.36839999998,Freelance,160535.7754,Insurance,Positive,47.6,Low,0.0,0
2021-03-21,1115,478380.9888,324194.15599999996,0.1,248397.83539999998,normal,673.0,0.18,51838.6154,59236.4058,443.29999999999995,105262.47159999999,51,0,46085.46799999999,162698.1928,Freelance,26598.0,Transportation,Positive,56.8,Medium,154186.83279999997,0
2021-04-20,1713,449032.7556,233610.234,0.33,255317.74839999998,normal,666.0,0.19,52168.43059999999,3664.3178,531.96,78730.08,88,0,60410.2642,224641.38839999997,Salary,69697.3992,Utilities,Neutral,46.7,Low,215422.5216,0
2021-05-20,1540,226656.63019999999,249388.16760000002,0.13,348412.5216,recession,636.0,0.31,62833.342000000004,37223.01439999999,531.96,105262.47159999999,59,0,72863.4478,172754.00999999998,Salary,77862.9852,Rent,Neutral,85.4,Low,0.0,0
2021-06-19,1382,172862.1752,279701.02160000004,0.16,283657.0308,normal,571.0,0.48,79987.27879999999,24901.9342,709.28,95893.76939999999,35,0,55634.15,130754.8814,Salary,123262.2248,Groceries,Positive,12.2,High,0.0,0
2021-07-19,1586,322137.244,263590.613,0.14,240617.03379999998,normal,668.0,0.29,23157.992,30646.2156,177.32,141222.08099999998,27,0,33653.5628,220766.05980000002,Freelance,78189.254,Investments,Positive,39.9,Medium,58546.631,0
2021-08-18,1719,485128.01479999995,132876.5152,0.11,210914.16059999997,inflation,696.0,0.55,46083.6948,32292.6318,620.62,89051.87719999999,68,0,48126.421200000004,159773.2994,Salary,214824.06660000002,Education,Positive,81.7,Medium,352251.4996,1
2021-09-17,1588,403567.9076,207912.133,0.22,193893.21379999997,normal,711.0,0.11,45358.456,49238.217599999996,797.9399999999999,152800.1904,58,0,28294.0658,166218.88139999998,Salary,80062.63979999999,Education,Positive,39.2,Medium,195655.77459999998,1
2021-10-17,1279,314818.361,231224.39339999997,0.32,200532.0746,normal,716.0,0.39,52633.009,997.425,354.64,34123.4608,35,0,59346.3442,192112.0344,Freelance,116234.1466,Insurance,Negative,21.9,High,83593.9676,0
2021-11-16,1424,302030.0426,166581.5008,0.22,242063.07839999997,recession,722.0,0.38,36657.3636,63667.6326,265.98,68410.056,91,0,55903.6764,196661.179,Salary,133453.6918,Healthcare,Positive,79.4,Low,135448.5418,0
2021-12-16,1853,306992.3428,267523.5706,0.12,269013.94519999996,inflation,699.0,0.42,57816.9592,26871.959399999996,531.96,52437.070400000004,37,0,54040.04319999999,243677.57699999996,Mixed,92244.5238,Groceries,Positive,89.0,Medium,39468.7722,0
2022-01-15,1199,324492.94019999995,248360.59819999998,0.25,286593.45,normal,630.0,0.1,39464.3392,27205.321,88.66,98361.1772,41,0,30812.009799999996,155635.5372,Salary,31517.7434,Rent,Positive,41.7,Medium,76132.342,0
2022-02-14,1959,340718.6068,294586.149,0.29,302606.3326,normal,665.0,0.26,38458.0482,29835.863199999996,531.96,105367.0904,69,0,61779.17459999999,244566.8368,Salary,76080.03259999999,Entertainment,Negative,4.4,Medium,46132.457800000004,0
2022-03-16,1279,285817.675,150269.834,0.33,227896.9836,inflation,655.0,0.11,14806.22,50303.0242,443.29999999999995,53780.2694,72,0,16594.492199999997,137848.568,Mixed,106493.959,Rent,Negative,59.9,Low,135547.841,0
2022-04-15,1168,381255.73199999996,271039.8262,0.33,201587.1286,recession,664.0,0.29,31216.299399999996,20701.2234,797.9399999999999,125099.26,70,0,55515.34559999999,191044.568,Salary,108706.91259999998,Dining Out,Positive,47.2,Low,110215.90580000001,0
2022-05-15,1176,387162.26119999995,162978.3584,0.2,278786.937,inflation,676.0,0.59,35087.195,59122.034400000004,88.66,85661.51879999999,28,0,24967.5426,154274.60619999998,Salary,134761.4268,Education,Negative,88.4,High,224183.90279999998,0
2022-06-14,1949,331216.028,350887.9088,0.32,331122.935,normal,690.0,0.29,47860.4412,10172.848399999999,443.29999999999995,102950.2188,61,0,13923.166399999998,201642.98440000002,Freelance,95279.35560000001,Rent,Positive,69.2,Low,0.0,0
2022-07-14,1171,272384.79839999997,295967.4718,0.36,203926.86599999998,normal,640.0,0.31,29268.4392,44282.1236,177.32,90054.6218,93,0,55390.335,224793.8836,Salary,78379.87299999999,Investments,Positive,49.2,Low,0.0,0
2022-08-13,1714,331848.1738,222835.38419999997,0.26,281863.439,inflation,643.0,0.52,28226.6842,3416.9563999999996,443.29999999999995,119468.4634,70,1,79181.3594,134538.8902,Freelance,67484.44559999999,Entertainment,Positive,84.8,Low,109012.78959999999,0
2022-09-12,1654,214436.6224,200249.2492,0.32,237565.3566,recession,614.0,0.1,37636.17,39379.2256,620.62,57947.2894,58,0,38373.8212,288649.4754,Freelance,69279.8106,Groceries,Negative,48.0,Low,14187.3732,0
2022-10-12,1082,353736.5546,212802.6186,0.35,273132.2022,normal,741.0,0.27,52013.27559999999,15151.994,443.29999999999995,0.0,47,0,24062.323999999997,183730.11800000002,Salary,124280.0416,Transportation,Positive,37.3,Low,140933.936,0
2022-11-11,1997,372087.4014,325242.1172,0.27,256381.66839999997,recession,729.0,0.58,4350.5462,52210.1008,531.96,83293.4102,78,0,43450.4928,124022.92759999998,Salary,161371.8392,Healthcare,Positive,56.7,Medium,46845.2842,0
2022-12-11,1169,380362.92579999997,309176.03859999997,0.05,240390.0642,inflation,663.0,0.59,40687.8472,64712.047399999996,354.64,137503.6806,26,0,70389.8338,147727.9518,Salary,72899.7984,Rent,Neutral,0.2,Low,71186.8872,0
2023-01-10,1399,367962.93820000003,179207.5714,0.17,262374.19779999997,normal,681.0,0.31,40972.4458,65243.1208,620.62,58793.992399999996,97,0,34431.9976,221430.1232,Salary,84688.032,Utilities,Negative,2.5,Low,188755.3668,0
2023-02-09,1134,310417.2786,390082.7216,0.29,251162.25419999997,inflation,724.0,0.19,50385.477999999996,0.0,709.28,125319.1368,87,0,57255.74139999999,218751.7046,Salary,126915.9034,Utilities,Neutral,79.1,Medium,0.0,0
2023-03-11,1121,367533.8238,229872.32839999997,0.19,218780.9624,inflation,635.0,0.28,39440.401,29833.2034,620.62,94194.1572,78,0,16849.833,151545.6514,Salary,26598.0,Insurance,Negative,83.2,Low,137661.49539999999,0
2023-04-10,1037,303348.4168,336608.3292,0.05,226540.48559999999,normal,715.0,0.58,37925.2016,54599.4878,443.29999999999995,87119.0892,71,0,63301.4668,284092.3514,Freelance,93610.7744,Education,Negative,9.3,High,0.0,0
2023-05-10,1251,239009.628,294931.923,0.23,227974.11779999998,inflation,646.0,0.28,64514.33559999999,34254.6776,443.29999999999995,33287.397,72,0,62589.527,199641.9282,Salary,110378.1536,Rent,Neutral,45.1,Low,0.0,0
2023-06-09,1020,479423.63039999997,437136.35679999995,0.37,291468.8634,recession,663.0,0.49,46433.0152,12666.8542,177.32,151570.47619999998,71,0,42883.9554,212255.5864,Salary,50045.9102,Groceries,Positive,40.9,High,42287.27359999999,0
2023-07-09,1264,336904.4536,248744.49599999998,0.3,204238.94919999997,normal,680.0,0.23,55009.9836,43641.1118,177.32,87297.29579999999,60,0,34477.2142,254407.21019999997,Salary,136628.6064,Transportation,Negative,81.6,Low,88159.9576,0
2023-08-08,1341,433998.6794,262181.80559999996,0.15,211824.69879999998,recession,599.0,0.37,57877.24799999999,52130.3068,88.66,83748.236,80,0,39433.3082,177194.1028,Mixed,106673.0522,Insurance,Negative,82.6,Medium,171816.8738,0
2023-09-07,1442,422631.5808,383450.9536,0.12,333755.2504,recession,586.0,0.33,46038.4782,12515.245599999998,620.62,47251.347,87,0,55776.8926,189731.51339999997,Freelance,147083.3936,Healthcare,Neutral,36.2,Medium,39180.6272,0
2023-10-07,1260,407669.31919999997,416742.78359999997,0.1,267573.2202,recession,634.0,0.17,66586.3198,15536.778400000001,354.64,70088.38979999999,36,0,31029.2268,216997.1232,Salary,89913.65239999999,Dining Out,Neutral,63.7,High,0.0,0
2023-11-06,1924,422089.8682,194043.9358,0.32,217723.2486,recession,663.0,0.11,43568.4106,25224.6566,354.64,103084.982,94,0,46835.531599999995,215100.6858,Salary,117924.89279999999,Dining Out,Positive,88.4,Medium,228045.9324,1
2019-01-01,1819,322352.68779999996,271984.9418,0.11,277682.23339999997,normal,626.0,0.54,45049.9192,40945.847799999996,354.64,137800.6916,74,0,48858.7528,132544.9268,Salary,86746.7172,Utilities,Neutral,10.8,Medium,50367.746,0
2019-01-31,1478,242309.5532,276764.6024,0.18,179022.272,normal,669.0,0.6,58903.930799999995,4056.1949999999997,797.9399999999999,129499.45580000001,44,0,34768.9056,162337.3466,Salary,64137.5306,Entertainment,Positive,95.1,Low,0.0,0
2019-03-02,1837,324350.1976,299029.7882,0.27,237639.83099999998,normal,676.0,0.51,39809.226599999995,53167.62879999999,709.28,18484.7234,32,0,59607.891200000005,181908.155,Salary,147355.57979999998,Entertainment,Positive,28.8,Low,25320.409399999997,0
2019-04-01,1762,354831.5056,151665.3424,0.38,284634.9506,normal,661.0,0.16,20465.3878,50747.2108,443.29999999999995,110681.3708,94,0,37739.0156,264011.748,Salary,93132.897,Healthcare,Positive,93.8,Medium,203166.16319999998,0
2019-05-01,1682,352630.9644,250646.253,0.14,244861.188,recession,716.0,0.27,49550.3008,41754.426999999996,443.29999999999995,141760.2472,97,0,53005.381,121715.10779999998,Freelance,124692.3106,Rent,Neutral,10.1,Low,101984.71139999999,0
2019-05-31,1397,377195.10399999993,107045.42419999998,0.25,299122.8812,normal,680.0,0.13,50464.38540000001,45339.8374,88.66,101822.4636,77,0,50514.921599999994,288645.929,Freelance,148824.67599999998,Insurance,Positive,96.1,Low,270149.6798,0
2019-06-30,1873,298014.6312,124412.14499999999,0.29,294060.39519999997,inflation,772.0,0.11,93898.91939999998,37519.1388,531.96,119151.9472,60,0,65100.3782,149733.441,Salary,170966.6244,Dining Out,Positive,90.5,Medium,173602.48619999998,0
2019-07-30,1345,295277.697,296385.0604,0.29,303122.33379999996,recession,813.0,0.31,58754.982,45061.445,797.9399999999999,77254.7776,67,0,46848.830599999994,215176.04679999998,Freelance,88031.4006,Dining Out,Positive,26.9,Medium,0.0,0
2019-08-29,1030,257598.97019999998,360467.62179999996,0.39,215727.512,normal,616.0,0.3,41632.962799999994,26554.5566,620.62,35073.009399999995,68,0,43036.450600000004,200635.8068,Salary,176810.205,Dining Out,Negative,75.1,Medium,0.0,0
2019-09-28,1661,287926.89639999997,259285.28339999996,0.19,233835.43039999998,normal,726.0,0.6,25552.698599999996,46361.2006,709.28,124473.3204,81,0,39672.6902,196535.2818,Mixed,121502.3238,Insurance,Positive,41.2,Low,28641.613,0
2019-10-28,1264,467265.68460000004,218444.941,0.25,278489.0394,normal,699.0,0.22,66219.2674,21883.9478,177.32,74764.3182,34,0,18895.2192,163725.7622,Salary,51747.2956,Investments,Negative,75.3,High,248820.7436,0
2019-11-27,1891,457204.5478,303469.881,0.18,278768.3184,normal,665.0,0.29,52973.4634,28751.5514,443.29999999999995,163168.0908,60,0,0.0,296069.4308,Freelance,121972.2218,Education,Negative,57.6,Medium,153734.6668,0
